x(mm),y(mm),z(mm),x/H,y/H,z/H,<u/uH>,<v/uH>,<w/uH>,<urms/uH>,<vrms/uH>,<wrms/uH>,<k/uH2>,<uref-u>,<uref-v>,<uref-w>
250,25,12.5,1.2500,0.1250,0.0625,0.3009 ,-0.0108 ,-0.0353 ,0.2017 ,0.2277 ,0.1194 ,0.0534 ,5.3627 ,5.7264 ,5.3621 
250,40,12.5,1.2500,0.2000,0.0625,0.3459 ,-0.0018 ,-0.0319 ,0.2223 ,0.2111 ,0.1200 ,0.0542 ,5.3719 ,5.7361 ,5.3521 
250,50,12.5,1.2500,0.2500,0.0625,0.3734 ,0.0035 ,-0.0267 ,0.2347 ,0.2056 ,0.1145 ,0.0552 ,5.3438 ,5.7395 ,5.3553 
250,60,12.5,1.2500,0.3000,0.0625,0.4150 ,-0.0015 ,-0.0312 ,0.2469 ,0.2053 ,0.1187 ,0.0586 ,5.3234 ,5.7210 ,5.3112 
250,75,12.5,1.2500,0.3750,0.0625,0.4320 ,0.0020 ,-0.0195 ,0.2517 ,0.1929 ,0.1089 ,0.0562 ,5.3395 ,5.7448 ,5.3385 
250,100,12.5,1.2500,0.5000,0.0625,0.5322 ,0.0236 ,-0.0130 ,0.2580 ,0.1851 ,0.1003 ,0.0554 ,5.3444 ,5.7425 ,5.3373 
250,125,12.5,1.2500,0.6250,0.0625,0.6083 ,0.0195 ,-0.0128 ,0.2505 ,0.1707 ,0.0950 ,0.0505 ,5.3610 ,5.7462 ,5.3281 
250,150,12.5,1.2500,0.7500,0.0625,0.6418 ,0.0238 ,-0.0045 ,0.2334 ,0.1739 ,0.0821 ,0.0457 ,5.3768 ,5.7553 ,5.3203 
250,200,12.5,1.2500,1.0000,0.0625,0.7360 ,0.0415 ,-0.0021 ,0.2037 ,0.1748 ,0.0708 ,0.0385 ,5.3468 ,5.7384 ,5.3339 
300,-200,12.5,1.5000,-1.0000,0.0625,0.7187 ,-0.0900 ,0.0562 ,0.2129 ,0.1777 ,0.0732 ,0.0411 ,5.3654 ,5.7291 ,6.1687 
300,-150,12.5,1.5000,-0.7500,0.0625,0.6262 ,-0.0854 ,0.0657 ,0.2320 ,0.1754 ,0.0887 ,0.0462 ,5.3870 ,5.6930 ,6.1814 
300,-125,12.5,1.5000,-0.6250,0.0625,0.6030 ,-0.0914 ,0.0517 ,0.2341 ,0.1717 ,0.0931 ,0.0465 ,5.3622 ,5.7309 ,6.1776 
300,-100,12.5,1.5000,-0.5000,0.0625,0.5050 ,-0.1008 ,0.0307 ,0.2181 ,0.1724 ,0.0995 ,0.0436 ,5.3921 ,5.7083 ,6.1821 
300,-75,12.5,1.5000,-0.3750,0.0625,0.4939 ,-0.0871 ,-0.0008 ,0.2058 ,0.1998 ,0.1072 ,0.0469 ,5.3715 ,5.7032 ,6.1644 
300,-60,12.5,1.5000,-0.3000,0.0625,0.4516 ,-0.0535 ,-0.0146 ,0.2044 ,0.1996 ,0.1109 ,0.0469 ,5.3590 ,5.7228 ,6.1855 
300,-50,12.5,1.5000,-0.2500,0.0625,0.4248 ,-0.0381 ,-0.0221 ,0.2006 ,0.1960 ,0.1117 ,0.0456 ,5.3935 ,5.6927 ,6.1537 
300,-40,12.5,1.5000,-0.2000,0.0625,0.3849 ,-0.0342 ,-0.0284 ,0.1805 ,0.2111 ,0.1173 ,0.0455 ,5.3655 ,5.7426 ,6.1546 
300,-25,12.5,1.5000,-0.1250,0.0625,0.3778 ,-0.0151 ,-0.0316 ,0.1819 ,0.2166 ,0.1125 ,0.0463 ,5.3815 ,5.7435 ,6.1621 
300,0,12.5,1.5000,0.0000,0.0625,0.3503 ,0.0239 ,-0.0385 ,0.1736 ,0.2182 ,0.1169 ,0.0457 ,5.3565 ,5.7183 ,5.3455 
300,25,12.5,1.5000,0.1250,0.0625,0.3651 ,0.0123 ,-0.0372 ,0.1953 ,0.2119 ,0.1152 ,0.0481 ,5.3453 ,5.7217 ,5.3625 
300,40,12.5,1.5000,0.2000,0.0625,0.3874 ,0.0221 ,-0.0361 ,0.1980 ,0.2100 ,0.1083 ,0.0475 ,5.3603 ,5.7202 ,5.3263 
300,50,12.5,1.5000,0.2500,0.0625,0.4001 ,0.0232 ,-0.0391 ,0.2136 ,0.2035 ,0.1102 ,0.0496 ,5.3335 ,5.7312 ,5.3509 
300,60,12.5,1.5000,0.3000,0.0625,0.4322 ,0.0194 ,-0.0320 ,0.2183 ,0.1987 ,0.1073 ,0.0493 ,5.3740 ,5.7041 ,5.3582 
300,75,12.5,1.5000,0.3750,0.0625,0.4644 ,0.0325 ,-0.0342 ,0.2335 ,0.1947 ,0.1090 ,0.0522 ,5.3570 ,5.7199 ,5.3852 
300,100,12.5,1.5000,0.5000,0.0625,0.5339 ,0.0347 ,-0.0217 ,0.2446 ,0.1826 ,0.1035 ,0.0520 ,5.3830 ,5.7445 ,5.4189 
300,125,12.5,1.5000,0.6250,0.0625,0.5929 ,0.0303 ,-0.0173 ,0.2373 ,0.1724 ,0.0960 ,0.0476 ,5.3677 ,5.7211 ,5.4351 
300,150,12.5,1.5000,0.7500,0.0625,0.6463 ,0.0330 ,-0.0109 ,0.2277 ,0.1664 ,0.0828 ,0.0432 ,5.3694 ,5.7303 ,5.4476 
300,200,12.5,1.5000,1.0000,0.0625,0.7174 ,0.0460 ,-0.0067 ,0.2030 ,0.1684 ,0.0714 ,0.0373 ,5.3937 ,5.7080 ,5.4690 
400,-200,12.5,2.0000,-1.0000,0.0625,0.5844 ,-0.0223 ,0.0600 ,0.1924 ,0.1707 ,0.0729 ,0.0357 ,5.3486 ,5.7478 ,5.5330 
400,-150,12.5,2.0000,-0.7500,0.0625,0.5580 ,-0.0491 ,0.0741 ,0.2102 ,0.1811 ,0.0820 ,0.0419 ,5.3740 ,5.7179 ,5.5274 
400,-125,12.5,2.0000,-0.6250,0.0625,0.5433 ,-0.0396 ,0.0878 ,0.2144 ,0.1734 ,0.0914 ,0.0422 ,5.3889 ,5.7510 ,5.5406 
400,-100,12.5,2.0000,-0.5000,0.0625,0.5412 ,-0.0383 ,0.0936 ,0.2191 ,0.1840 ,0.0917 ,0.0452 ,5.3525 ,5.6943 ,6.1653 
400,-75,12.5,2.0000,-0.3750,0.0625,0.5108 ,-0.0348 ,-0.0027 ,0.1900 ,0.1843 ,0.0948 ,0.0395 ,5.3843 ,5.7335 ,6.1473 
400,-60,12.5,2.0000,-0.3000,0.0625,0.4588 ,-0.0576 ,-0.0066 ,0.1737 ,0.1902 ,0.0990 ,0.0381 ,5.3875 ,5.7194 ,6.1502 
400,-50,12.5,2.0000,-0.2500,0.0625,0.4650 ,-0.0583 ,-0.0030 ,0.1802 ,0.1965 ,0.0960 ,0.0401 ,5.3514 ,5.7101 ,6.1546 
400,-40,12.5,2.0000,-0.2000,0.0625,0.4475 ,-0.0334 ,-0.0031 ,0.1674 ,0.1982 ,0.0967 ,0.0383 ,5.3664 ,5.7074 ,6.1529 
400,-25,12.5,2.0000,-0.1250,0.0625,0.4366 ,0.0189 ,-0.0041 ,0.1762 ,0.1857 ,0.1006 ,0.0378 ,5.4045 ,5.7055 ,6.1752 
400,0,12.5,2.0000,0.0000,0.0625,0.3211 ,-0.0290 ,-0.0097 ,0.1613 ,0.1900 ,0.1026 ,0.0363 ,5.3816 ,5.7388 ,5.4960 
400,25,12.5,2.0000,0.1250,0.0625,0.3484 ,-0.0065 ,-0.0099 ,0.1646 ,0.1933 ,0.1019 ,0.0374 ,5.3764 ,5.7322 ,5.5311 
400,40,12.5,2.0000,0.2000,0.0625,0.3900 ,0.0012 ,-0.0143 ,0.1705 ,0.1986 ,0.0950 ,0.0388 ,5.3813 ,5.6982 ,5.5295 
400,50,12.5,2.0000,0.2500,0.0625,0.4101 ,0.0111 ,-0.0196 ,0.1828 ,0.1818 ,0.0993 ,0.0382 ,5.3421 ,5.7179 ,5.4894 
400,60,12.5,2.0000,0.3000,0.0625,0.4321 ,0.0270 ,-0.0235 ,0.1886 ,0.1838 ,0.0992 ,0.0396 ,5.3639 ,5.7463 ,5.5005 
400,75,12.5,2.0000,0.3750,0.0625,0.4603 ,0.0409 ,-0.0228 ,0.1973 ,0.1885 ,0.0952 ,0.0418 ,5.3711 ,5.7438 ,5.5215 
400,100,12.5,2.0000,0.5000,0.0625,0.5306 ,0.0574 ,-0.0211 ,0.2138 ,0.1865 ,0.0923 ,0.0445 ,5.3887 ,5.7221 ,5.4777 
400,125,12.5,2.0000,0.6250,0.0625,0.5851 ,0.0570 ,-0.0178 ,0.2172 ,0.1799 ,0.0866 ,0.0435 ,5.3790 ,5.7262 ,5.5047 
400,150,12.5,2.0000,0.7500,0.0625,0.6295 ,0.0522 ,-0.0116 ,0.2192 ,0.1727 ,0.0811 ,0.0422 ,5.3668 ,5.7167 ,5.4727 
400,200,12.5,2.0000,1.0000,0.0625,0.7015 ,0.0524 ,-0.0066 ,0.2039 ,0.1797 ,0.0715 ,0.0395 ,5.3483 ,5.7522 ,5.4731 
